est_name,address,unified_est_id,your_decision
SWEETS N BITS CREATIONS,227 TAVISTOCK RD None M3M 2P8,10862127.0,
SZECHUAN,486 Front St W Unit-WM39 M5V 0V2,10811236.0,
SZECHUAN EXPRESS,3401 Dufferin St Unit-FC16 M6A 2T9,10776774.0,
TAGPUAN 5,335 Yonge St None M5B 1R7,10846522.0,
TAHINI'S,690 Dundas St E Unit-6 M5A 0W6,10857687.0,
TAHINI'S,175 Bloor St E Unit-R1-S M4W 3T5,10831547.0,
TAKSIM DONER,5906 Yonge St None M2M 3T3,10816742.0,
TALINE,1276 Yonge St None M4T 1W5,10787513.0,
TAMADA,3421 Yonge St None M4N 2N1,10849347.0,
TAROU DON,4675 Steeles Ave E Unit-2FC8 M1V 4S5,10829689.0,
TASTE OF ALLEY,428 DUNDAS ST W None M5T 1G7,10809114.0,
TATSURO'S,1378 Queen St E None M4L 1C9,10837386.0,
TEAKO,1279 GERRARD ST E None M4L 1Y5,10785573.0,
TEAMENDOUS,10 KARL FRASER RD None M3C 0E8,10765281.0,
TEDDY BEER,928 Bloor St W None M6H 1L4,10815697.0,
THAI BARN NA,127 Jefferson Ave None M6K 3E4,10846941.0,
THAI EXPRESS,65 Front St W Unit-485 M5J 1E6,10803107.0,
THAI EXPRESS,21 Rexdale Blvd Unit-4002 M9W 5Z3,10822539.0,
THAI EXPRESS,250 The East Mall Bldg-162 M9B 3Y8,10824269.0,
THAI ON ROCK,1911 Ellesmere Rd Unit-A M1H 2W5,10777254.0,
THAI ROOM,43 Milner Ave Unit-D1 M1S 3P6,10805457.0,
THAI SQUARE,277 Port Union Rd None M1C 2L3,10797129.0,
THE AREPA REPUBLIC,76 DENSLEY AVE None M6M 2R3,10814288.0,
THE AREPA REPUBLIC,499 Richmond St W Unit-K1 None,10816092.0,
THE BAGEL STOP,222 Bay St Unit-E3B M5K 2J7,10775876.0,
THE BAGEL STOP,243 Consumers Rd None M2J 4W8,10833371.0,
THE BAGEL STOP,686 Bay St Bldg-2 None,10855738.0,
THE BALDEV PAAN AND SNACKS,1399 Gerrard St E None M4L 1Z5,10839154.0,
THE BLACKHORN STEAKHOUSE,251 Ellesmere Rd None M1R 4E4,10842445.0,
THE BURRITO BROS,320 Richmond St E 107 M5A 1P9,10788990.0,
THE BURRITO BROS,359 Eglinton Ave W None M5N 1A3,10802862.0,
THE CASTLE ON QUEEN,884 Queen St E None M4M 1J3,10857125.0,
THE CHINESE BLOCK,28 Finch Ave W Unit-109 M2N 2G7,10838479.0,
THE CHOCOLATE ROOM,2652 Islington Ave Bldg-- M9V 2X5,10835687.0,
THE CHOCOLATERIA,361 Roncesvalles Ave None M6R 2M8,10779460.0,
THE CHULO,394 Bloor St W None M5S 1X4,10788369.0,
THE DOPAMINE LOUNGE,"2415 YONGE ST, Flr-1 None M4P 2E7",10831893.0,
THE DUM SPOT,615 Queen St W None M5V 2B7,10846321.0,
THE DUMBIRYANI.CA,"20 LOCKPORT AVE, Unit-- None M8Z 2R7",10809947.0,
THE FARE FOOD CO,300 King St E UNIT-200 M5A 1K4,10773570.0,
THE FRY,524 Bloor St W None M5S 1Y3,10777631.0,
THE GRAND INDIAN DINING,507 Queen St W None M5V 2B4,10810064.0,
THE GREAT CANADIAN BAGEL,112 Elizabeth St None M5G 1P5,10832070.0,
THE GREENWOOD,1374 Queen St E None M4L 1C9,10832190.0,
THE HAKKA SPOT,557 Dixon Rd 131 M9W 6K1,10849646.0,
THE HALAL GUYS,8 Wellesley St E None M4Y 3B2,10816021.0,
THE HALAL STOP,4205 Keele St Unit-18 M3J 3T8,10860866.0,
THE HIVE BY HONEY SOUL FOOD,907 Dundas St W None M6J 1V9,10860614.0,
THE HUT,2528 YONGE ST None M4P 2H7,10833325.0,
THE INDIAN CANTEEN,100 Yonge St None M5C 2W1,10779456.0,
THE ISLANDS CARIBBEAN COOKSHOP,486 Front St W None M5V 0V2,10808012.0,
THE KABOB GUYS,147 Spadina Ave Flr-1 M5V 2L7,10775443.0,
THE KING'S KURRY,3038 Bloor St W None M8X 1C4,10802435.0,
THE LINX LOUNGE,205 HUMBER COLLEGE BLVD None M9W 5L7,10830360.0,
THE MEATHEAD STORE,1210 Markham Rd Unit-9-10 M1H 3B3,10777242.0,
THE MOMO HOUSE,1416 Queen St W None M6K 1L9,10837564.0,
THE MOMO STATION-2,633 Markham Rd None M1H 2A4,10832122.0,
THE POT HOME,5287 Yonge St None M2N 5R3,10844487.0,
THE RED TRUCK,120 St George St None M5S 0C1,10861877.0,
THE ROY PUBLIC HOUSE,894 Queen St E None M4M 1J3,10798932.0,
THE SAND TRAP GOLF SIMULATOR AND LOUNGE,1306 King St W None M6K 1G8,10863760.0,
THE SPICY ALLEY FOOD,"63 SILVER STAR BLVD, Unit-D1-D2 None M1V 5E5",10813218.0,
THE SPICY ETHIOPIAN,175 Queen St E None M5A 1S2,10810881.0,
THE SUYA SPOT,269 Morningside Ave None M1E 3G1,10776018.0,
THE SUYA SPOT,1269 Weston Rd None M6M 4R2,10841548.0,
THE SWEET SCOOP,16A Yonge St None M5E 2A3,10859033.0,
THE SWEET SPOT,41 Baldwin St None M5T 1L1,10798378.0,
THE WING SPOT,841 Queen St W Unit-1 M6J 1G4,10779691.0,
THE WOLFE TONE,1961 Queen St E None M4L 1H7,10798633.0,
TIARRES'S BRUNCH N CAKES,1614 Bayview Ave None M4G 3B7,10808461.0,
TIENDA EL PASTORCITO,1209 ST CLAIR AVE W None M6E 1B5,10851448.0,
TIFFINS2U,1352 Kennedy Rd Bldg-1 M1P 2L7,10797980.0,
TIGER SUGAR,2391 YONGE ST None M4P 2E7,10796803.0,
TIKHARO The Home of Indian Street Food,127 Westmore Dr Unit-111 M9V 3Y6,10850006.0,
TIKKA KING,296 Rexdale Blvd None M9W 1R6,10807167.0,
TIKKA LOUNGE,6200 Finch Ave W None M9V 0A1,10819666.0,
TIKKA TIKKA,"2240 LAKE SHORE BLVD W, Unit-104 None M8V 1A5",10842898.0,
TO LIVE MAC,5040 YONGE ST None M2N 6R8,10860540.0,
"TOASTOLOGY
TOASTOLOGY",1918 QUEEN ST E None M4L 1H5,10829444.0,
TOBIKO,3073 Bloor St W None M8X 1C7,10791684.0,
TONG MEIN,486 Front St W Unit-WM03 M5V 0V2,10812786.0,
TORTACO,788 Broadview Ave None M4K 2P7,10843037.0,
TSUJIRI,143 Dundas St W None M5G 1C5,10852814.0,
TUCANE'S LOUNGE (LABAMBA),"1355 ST CLAIR AVE W, Flr-2 None M6E 1C5",10826822.0,
TULIA  OSTERIA,1402 Queen St E None M4L 1C9,10823778.0,
TURKISH CORNER + BULLGER,2712 Keele St None M3M 2G1,10841575.0,
Torishi,23 Baldwin St None M5T 1L1,10843828.0,
UNCLE TETSU'S JAPANESE CHEESECAKE,486 Front St W Unit-WM M5V 0V2,10811398.0,
UNCLE TETSU'S JAPANESE CHEESECAKE,4909 Yonge St None M2N 5N4,10816966.0,
UNIQUE PASTRY,"4750 YONGE ST, Unit-160 None M2N 5M6",10789547.0,
USLURPNOODLE,189 Dundas St W None M5G 1C7,10780635.0,
Urban Spoonful,1118 Finch Ave W Unit-1A M3J 3J4,10827335.0,
VAVA DESIGNER CAKES,620 Yonge St None M4Y 1Z8,10818485.0,
VELVET LANE CAKES,173 King St E None M5A 1J4,10798301.0,
VENEROSA GELATO,801 Queen St W None M6J 1G1,10814638.0,
VERACRUZ MEXICAN FOOD,1800 Eglinton Ave W None M6E 2H6,10842880.0,
VEREDA CENTRAL,220 Yonge St Unit-3117A M5B 2H1,10823405.0,
VERSAC LOUNGE,1068 ISLINGTON AVE None M8Z 4R6,10851052.0,
VIA ALLEGRO RISTORANTE,1750 The Queensway Unit-3 M9C 5H5,10855166.0,
VIA CIBO ITALIAN STREET FOOD,808 York Mills Rd Unit-14 M3B 1X8,10850003.0,
VIETNAMESE SUB,2541 Eglinton Ave W None M6M 1T2,10856957.0,
VIOLA FOOD CO.,"100 SYMES RD, Unit-112-SHARED None M6N 3T1",10826074.0,
VIVASUB,1178 The Queensway Unit-A M8Z 1R5,10847925.0,
WALLACE ESPRESSO,70 Hounslow Heath Rd Unit-A M6N 1G8,10804804.0,
WEI LAI,222 Spadina Ave Unit-BF2 M5T 3B3,10846239.0,
WETZEL'S PRETZELS,220 Yonge St Unit-H30B M5B 2H1,10838796.0,
WEYONGE,"909 YONGE ST, Unit-27-28 None M4W 2H2",10856798.0,
WHAT A BAGEL,1984 QUEEN ST E None M4L 1J2,10819336.0,
WINE KITZ,"3220 DUFFERIN ST, Unit-5 None M6A 2T3",10807858.0,
WING IT!,271 Morningside Ave Unit-A M1E 3G1,10803771.0,
WINGZILLA,1129 Queen St E None M4M 1K9,10781282.0,
WOOJOO,417 Bloor St W None M5S 1X6,10796918.0,
WOONDALL,3000 Danforth Ave Unit-4 M4C 1M7,10784333.0,
WPZ SWEET LAB,"5418 YONGE ST, Unit-5 None M2N 6X4",10790345.0,
XUMA COCINA MEXICANA,505 Danforth Ave None M4K 1P5,10861555.0,
YAKINIKU LEGEND,35 Mc Caul St Unit-100 M5T 1V7,10842198.0,
YARDY'S JERK,2201 Finch Ave W Unit-3 M9M 2Y9,10842266.0,
YEAH YEAH THAI,382 Spadina Ave None M5T 2G5,10804065.0,
YES FOOD FAIR,1940 GERRARD ST E None M4L 2C1,10790627.0,
YO DONER,250 Dundas St W None M5T 2Z5,10815303.0,
YOGEN FRUZ,3401 Dufferin St Unit-0032A M6A 2T9,10785158.0,
YOLKS,2245 Bloor St W None M6S 1N8,10863607.0,
YONGE POTATO,"28 FINCH AVE W, Unit-110 None M2N 2G7",10838465.0,
YONGE STREET GOURMET,2190 YONGE ST None M4S 2B8,10631715.0,
YOUR GELATO,2009 AVENUE RD None M5M 4A5,10783729.0,
Z-TECA COCINA MEXICANA,333 Bay St Flr-C3 M5H 2R2,10837353.0,
ZAKKUSHI ON QUEEN WEST,620 Queen St W Unit-620 M6J 1E4,10811859.0,
ZAO MEN KAN,3365 Steeles Ave E Unit-5-6 M2H 0A7,10733352.0,
ZEN KYOTO,333 Bay St Unit-F4 M5H 2R2,10804904.0,
ZHANGTANTAN MALATANG,17A Finch Ave W Unit-A M2N 7K4,10827348.0,
3 MARIACHIS (ESPLANADE),140 The Esplanade None M5A 4P5,10820028.0,
ANEAL'S TASTE OF THE ISLANDS,4807 Steeles Ave W None M9L 2W1,10771396.0,
ARIANNA (4TH FL),60 Harbour St None M5J 1B7,10836211.0,
ASSEMBLY CHEF'S HALL - GRANDMA LOVES YOU,111 Richmond St W None M5H 2G4,10777886.0,
ASSEMBLY CHEF'S HALL - MARY'S BRIGADEIRO,111 Richmond St W None M5H 2G4,10795176.0,
ASSEMBLY CHEF'S HALL - SAMONÉ,111 Richmond St W None M5H 2G4,10859072.0,
